id,token,class,freq,standalone_count,top_pos,name_frac,cap_frac,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_PROPN,pos_PRON,pos_DET,pos_ADP,pos_AUX,pos_PART,pos_CCONJ,pos_SCONJ,pos_NUM,pos_INTJ,pos_other,example_words
1367,painting,word,972,972,NOUN,0.0,0.0,0.544,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1501,thoughts,word,957,957,NOUN,0.003,0.003,0.996,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1528,memory,word,951,951,NOUN,0.002,0.002,0.998,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,pain,word,949,905,NOUN,0.0,0.0,0.947,0.007,0.041,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,painful pained pains
1518,tale,word,949,949,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1484,pirate,word,941,941,NOUN,0.002,0.002,0.997,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1345,gift,word,940,867,NOUN,0.0,0.0,0.921,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gifted
1556,year,word,936,860,NOUN,0.064,0.064,0.871,0.052,0.015,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yearned yearning yearly
1555,tears,word,933,933,NOUN,0.004,0.024,0.97,0.026,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1471,jester,word,932,927,NOUN,0.002,0.002,0.99,0.0,0.001,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jesterbot
1392,knight,word,929,928,NOUN,0.02,0.02,0.978,0.0,0.0,0.001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,knightly
1544,beach,word,929,902,NOUN,0.0,0.0,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beaches beachgoers beachcomber
1527,grandmother,word,928,928,NOUN,0.0,0.0,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1533,places,word,914,914,NOUN,0.0,0.0,0.991,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
501,car,word,913,526,NOUN,0.002,0.002,0.903,0.084,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cart carvings carries
1395,ghost,word,904,904,NOUN,0.006,0.006,0.993,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1290,shell,word,895,876,NOUN,0.016,0.016,0.952,0.0,0.01,0.003,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shelly
1521,ideas,word,892,892,NOUN,0.005,0.005,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1122,mountain,word,891,890,NOUN,0.012,0.012,0.988,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mountaintop
1568,hours,word,891,891,NOUN,0.0,0.134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1573,riddle,word,890,890,NOUN,0.002,0.002,0.997,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1451,note,word,887,879,NOUN,0.0,0.0,0.989,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,noted notepad
1679,noise,word,886,799,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,noises
1757,squirrel,word,884,808,NOUN,0.004,0.004,0.985,0.003,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,squirrels
1538,future,word,880,858,NOUN,0.006,0.007,0.919,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,futures
1647,name,word,880,773,NOUN,0.0,0.0,0.956,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,names nameless
1620,valley,word,874,801,NOUN,0.082,0.082,0.91,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,valleys
1563,planet,word,859,859,NOUN,0.038,0.038,0.962,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1577,songs,word,859,859,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1595,years,word,859,859,NOUN,0.0,0.291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1493,peace,word,849,848,NOUN,0.001,0.001,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peacekeeper
1548,sister,word,847,770,NOUN,0.003,0.003,0.993,0.0,0.004,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sisters sisterhood sisterly
1641,corner,word,846,840,NOUN,0.0,0.0,0.993,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cornered
1596,clock,word,845,805,NOUN,0.0,0.0,0.993,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clocks clocksmen clockmaker
1272,mix,word,838,825,NOUN,0.0,0.0,0.905,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mixture mixes
1554,rocks,word,836,834,NOUN,0.001,0.001,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rockslide
1666,chance,word,829,794,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chances
1622,kite,word,828,828,NOUN,0.0,0.0,0.994,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1629,weeks,word,827,827,NOUN,0.0,0.146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1139,toy,word,826,826,NOUN,0.007,0.007,0.989,0.001,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1688,explorer,word,809,809,NOUN,0.01,0.01,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1682,distance,word,799,792,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distances
1699,lives,word,792,792,NOUN,0.0,0.0,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1701,bridge,word,792,750,NOUN,0.008,0.008,0.884,0.105,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridges bridged
1654,loss,word,789,770,NOUN,0.0,0.0,0.989,0.003,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,losses
1733,queen,word,783,747,NOUN,0.031,0.032,0.953,0.004,0.004,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,queens
1637,party,word,779,778,NOUN,0.006,0.006,0.985,0.005,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,partygoers
1707,mountains,word,778,778,NOUN,0.008,0.008,0.992,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
969,spot,word,776,649,NOUN,0.011,0.011,0.933,0.057,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spots spotlight spotting
1770,attic,word,776,775,NOUN,0.0,0.0,0.918,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attics
1695,energy,word,774,774,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1685,teamwork,word,765,765,NOUN,0.0,0.001,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1744,chill,word,755,708,NOUN,0.001,0.001,0.954,0.021,0.023,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chilling chills chilled
1116,dust,word,754,720,NOUN,0.035,0.035,0.928,0.034,0.001,0.001,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dusted dusting dusthaven
1648,toys,word,752,752,NOUN,0.0,0.0,0.999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1680,thrill,word,748,701,NOUN,0.0,0.0,0.971,0.023,0.004,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thrilling thrills thrillingly
1734,field,word,744,744,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1747,seeds,word,743,743,NOUN,0.0,0.0,0.999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1709,reminder,word,740,724,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reminders
1536,pond,word,738,691,NOUN,0.003,0.003,0.939,0.057,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pondering ponder ponds
1745,choice,word,737,737,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1763,goodbye,word,734,728,NOUN,0.0,0.0,0.966,0.0,0.001,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,goodbyes
1497,flash,word,730,606,NOUN,0.02,0.021,0.904,0.064,0.0,0.004,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,flashback flashing flashes
1841,rocket,word,730,655,NOUN,0.006,0.006,0.992,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rockets
1549,rainbow,word,729,729,NOUN,0.05,0.05,0.89,0.021,0.001,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1845,paper,word,728,653,NOUN,0.0,0.0,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,papers
1842,table,word,725,633,NOUN,0.0,0.002,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tables tablet tablets
1775,jewels,word,720,720,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1750,wonders,word,714,714,NOUN,0.004,0.007,0.923,0.073,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
997,wall,word,710,696,NOUN,0.0,0.0,0.997,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wallet wallflowers wallflower
1848,answer,word,706,688,NOUN,0.0,0.0,0.693,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,answering
1881,captain,word,705,701,NOUN,0.044,0.044,0.932,0.001,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,captains captained
1741,wisdom,word,702,702,NOUN,0.016,0.016,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2104,eye,word,699,515,NOUN,0.014,0.014,0.837,0.046,0.107,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eyed eyebrow eyeing
1735,streets,word,695,695,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1724,times,word,683,683,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1783,lesson,word,682,682,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1785,promise,word,678,678,NOUN,0.0,0.0,0.847,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1627,hat,word,676,578,NOUN,0.009,0.009,0.885,0.108,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hate hatched hated
1865,spaceship,word,676,659,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spaceships
1742,lake,word,674,652,NOUN,0.014,0.014,0.984,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lakes lakeside
1813,bravery,word,674,674,NOUN,0.0,0.0,0.975,0.003,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1752,pirates,word,671,671,NOUN,0.002,0.002,0.997,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1730,butterfly,word,668,668,NOUN,0.0,0.001,0.999,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1804,feet,word,661,661,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1706,frog,word,659,658,NOUN,0.011,0.02,0.986,0.0,0.002,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,froggy
1849,aliens,word,657,657,NOUN,0.0,0.005,0.997,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1834,doubt,word,656,617,NOUN,0.0,0.002,0.691,0.155,0.011,0.111,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,doubted doubting doubtful
1870,silver,word,656,630,NOUN,0.089,0.093,0.587,0.0,0.294,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,silvery silveria silvervale
1790,plants,word,655,655,NOUN,0.0,0.0,0.997,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1866,library,word,653,653,NOUN,0.002,0.002,0.997,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1798,sunlight,word,648,648,NOUN,0.01,0.01,0.974,0.0,0.002,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1177,plant,word,643,643,NOUN,0.002,0.002,0.524,0.474,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1934,books,word,639,586,NOUN,0.002,0.002,0.995,0.0,0.0,0.0,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bookstore bookshop bookshelf
1885,worlds,word,630,630,NOUN,0.0,0.0,0.995,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1669,danger,word,620,620,NOUN,0.0,0.0,0.974,0.015,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1862,crown,word,619,534,NOUN,0.024,0.024,0.964,0.006,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,crowns crowned
1886,mission,word,619,597,NOUN,0.0,0.0,0.998,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missions
1884,branches,word,617,617,NOUN,0.0,0.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1925,anger,word,617,614,NOUN,0.0,0.002,0.987,0.008,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angered
1879,arms,word,613,613,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1937,shape,word,610,610,NOUN,0.013,0.015,0.793,0.193,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1348,trick,word,600,556,NOUN,0.0,0.0,0.643,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tricking trickery trickled
1898,coins,word,598,598,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,rivers,word,593,589,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,riverside
2025,fog,word,591,545,NOUN,0.0,0.0,0.904,0.01,0.069,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foggy fogged
1815,person,word,588,580,NOUN,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,personal personality
1964,challenge,word,588,522,NOUN,0.002,0.002,0.818,0.18,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,challenged
1636,feather,word,586,579,NOUN,0.023,0.023,0.951,0.009,0.009,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feathered feathery
1969,ice,word,582,581,NOUN,0.02,0.02,0.978,0.002,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,icebergs
438,color,word,577,525,NOUN,0.004,0.004,0.905,0.054,0.017,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colored colorland coloring
2000,feelings,word,577,577,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2038,monster,word,577,477,NOUN,0.023,0.023,0.979,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monsters
1938,honesty,word,575,575,NOUN,0.01,0.01,0.847,0.0,0.026,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1643,bit,word,574,471,NOUN,0.0,0.0,0.913,0.077,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bits biting bitten
1955,revenge,word,574,574,NOUN,0.0,0.0,0.976,0.017,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1974,prince,word,573,571,NOUN,0.011,0.011,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,princes
2006,voices,word,564,564,NOUN,0.002,0.002,0.998,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1587,symbol,word,561,527,NOUN,0.0,0.0,0.939,0.059,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,symbolized symbolizing symbolize
1949,dinosaurs,word,557,557,NOUN,0.0,0.0,0.998,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1748,sign,word,555,431,NOUN,0.0,0.0,0.888,0.106,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,signal signaling signed
1998,imagination,word,554,486,NOUN,0.017,0.017,0.984,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,imaginations
1868,winter,word,553,543,NOUN,0.065,0.075,0.937,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winters winterhill
1975,shapes,word,551,545,NOUN,0.002,0.002,0.98,0.018,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shapeshifter shapeshifting
2001,word,word,551,551,NOUN,0.002,0.002,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2082,surface,word,546,503,NOUN,0.0,0.0,0.923,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surfaced surfaces
1943,whisper,word,545,538,NOUN,0.022,0.022,0.574,0.394,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whisperer whisperwind whispery
1948,moonlight,word,545,545,NOUN,0.024,0.024,0.978,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,hills,word,542,541,NOUN,0.011,0.011,0.989,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hillside
1990,sorrow,word,541,513,NOUN,0.0,0.0,0.98,0.0,0.017,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sorrows sorrowful sorrowfully
2094,tower,word,539,456,NOUN,0.002,0.002,0.842,0.154,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,towered towering
2228,ride,word,539,446,NOUN,0.0,0.002,0.525,0.464,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rides rider riders
2064,street,word,533,479,NOUN,0.002,0.002,0.998,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,streetlamp streetlights streetlight
2240,tricks,word,533,431,NOUN,0.005,0.005,0.981,0.006,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trickster tricksters
2002,center,word,532,531,NOUN,0.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centerpiece
1980,nature,word,530,530,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2027,plans,word,530,530,NOUN,0.0,0.008,0.985,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2047,traveler,word,530,460,NOUN,0.02,0.02,0.983,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,travelers
1999,afternoon,word,528,518,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afternoons
2014,universe,word,528,528,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2109,dawn,word,528,499,NOUN,0.016,0.016,0.905,0.055,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dawned dawning
2140,wash,word,528,448,NOUN,0.0,0.0,0.64,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,washing washes
2247,brush,word,528,352,NOUN,0.011,0.011,0.873,0.116,0.002,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brushes brushing brushstroke
2053,compass,word,525,462,NOUN,0.004,0.004,0.994,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,compassion compassionately
2108,blanket,word,524,421,NOUN,0.0,0.0,0.939,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blankets blanketed blanketing
1973,teacher,word,523,496,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teachers
2139,front,word,514,514,NOUN,0.0,0.0,0.973,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2031,hopes,word,511,511,NOUN,0.0,0.0,0.961,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2092,snowman,word,510,510,NOUN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1550,gem,word,508,508,NOUN,0.057,0.075,0.943,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1912,smell,word,504,482,NOUN,0.0,0.0,0.766,0.228,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smelling smelly
2077,absence,word,504,504,NOUN,0.0,0.0,0.998,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2054,freedom,word,502,502,NOUN,0.004,0.004,0.994,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2030,twist,word,501,373,NOUN,0.0,0.0,0.768,0.22,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,twisting twists twisty
